nombre;referencia;codigo_barras;invima;cum;codigo_producto_dian;existencias;impuesto;precioventa_con_impuesto;precio_venta_base;precio_venta_minimo;descuento_maximo_ps;precio_compra;precio_compraipm;total_impoconsumo;total_estampilla;icui;ibua;costo;stock_minino;es_ingrediente;manejo_bascula;vender_solo_existencia;realizar_pedido_solo_existencia;utilidad;mostrar_tienda;categoria;marca;codigo_cuenta;precio1;precio2;precio3;precio4;ubicacion;proveedor;nit_proveedor;url_imagen;nota;tipo_producto
MAQUINA VGR V-278;;8074;;;;30;0;65054;65054;0;100;60500;60500;0;0;0;0;60500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;WEIBO;33333;;;Estandar
RADIO BECK PLAY 045;;2223;;;;30;0;49677;49677;0;100;46200;46200;0;0;0;0;46200;5;;;;1;6.999214928;TRUE;CACHARROS;GENERICA;;0;0;0;0;;WEIBO;33333;;;Estandar
PROYECTOR Y-300;;6394;;;;20;0;35;35;0;100;33000;33000;0;0;0;0;33000;5;;;;1;-94185.71429;TRUE;CACHARROS;GENERICA;;0;0;0;0;;WEIBO;33333;;;Estandar
MICROFONO DE SOLAPA F19;;6507;;;;24;0;27204;27204;0;100;25300;25300;0;0;0;0;25300;5;;;;1;6.99897074;TRUE;CACHARROS;GENERICA;;0;0;0;0;;WEIBO;33333;;;Estandar
MAQUINA WMARK NG-133;;8088;;;;10;0;99355;99355;0;100;92400;92400;0;0;0;0;92400;5;;;;1;7.000150974;TRUE;CACHARROS;GENERICA;;0;0;0;0;;WEIBO;33333;;;Estandar
MAQUINA WMARK NG-9003;;8089;;;;10;0;139570;139570;0;100;129800;129800;0;0;0;0;129800;5;;;;1;7.000071649;TRUE;CACHARROS;GENERICA;;0;0;0;0;;WEIBO;33333;;;Estandar
MEGAFONO DV-685;;6290;;;;12;0;35484;35484;0;100;33000;33000;0;0;0;0;33000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;WEIBO;33333;;;Estandar
PULIDOR DE UÑAS 201;;1077;;;;6;0;88710;88710;0;100;82500;82500;0;0;0;0;82500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;WEIBO;33333;;;Estandar
CARGADORES PARA CARRO 032;;909;;;;30;0;4140;4140;0;100;3850;3850;0;0;0;0;3850;5;;;;1;7.004830918;TRUE;CACHARROS;GENERICA;;0;0;0;0;;WEIBO;33333;;;Estandar
PLANCHA REIMIGOTON RE-2096;;1040;;;;17;0;23656;23656;0;100;22000;22000;0;0;0;0;22000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;WEIBO;33333;;;Estandar
FORRO SILICON IP 11 PRO MAX;;;;;;300;0;4140;4140;0;100;3850;3850;0;0;0;0;3850;5;;;;1;7.004830918;TRUE;CACHARROS;GENERICA;;0;0;0;0;;S G ACCESORIOS;45632;;;Estandar
FORRO SILICON IP XS;;;;;;100;0;4140;4140;0;100;3850;3850;0;0;0;0;3850;5;;;;1;7.004830918;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;TK;000000044;;;Estandar
FORRO SILICON IP 14 PLUS;;;;;;100;0;4140;4140;0;100;3850;3850;0;0;0;0;3850;5;;;;1;7.004830918;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;TK;000000044;;;Estandar
FORRO SILICON IP 16 PRO;;;;;;400;0;4140;4140;0;100;3850;3850;0;0;0;0;3850;5;;;;1;7.004830918;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;BOOST TECH;98798;;;Estandar
PISTOLA DE RIFLE SCAR WH03-2;;5092;;;;24;0;106452;106452;0;100;99000;99000;0;0;0;0;99000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TK;000000044;;;Estandar
PISTOLA M416 WH01-1;;5101;;;;8;0;106452;106452;0;100;99000;99000;0;0;0;0;99000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;1064516.129;0;0;0;;TK;000000044;;;Estandar
LAPIZ DIGITAL VIDVIE AP01;;6275;;;;5;0;153763;153763;0;100;143000;143000;0;0;0;0;143000;5;;;;1;6.999733356;TRUE;CACHARROS;GENERICA;;0;0;0;0;;VIDVIE;77776;;;Estandar
PARLANTE VIDVIE SP928;;2199;;;;3;0;118280;118280;0;100;110000;110000;0;0;0;0;110000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;VIDVIE;77776;;;Estandar
MANOS LIBRES DE CONDUCCION OSEA BT876;;;;;;6;0;94624;94624;0;100;88000;88000;0;0;0;0;88000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;VIDVIE;77776;;;Estandar
BARRA DE SONIDO PS928;;2003;;;;3;0;118280;118280;0;100;110000;110000;0;0;0;0;110000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;VIDVIE;77776;;;Estandar
POWER BANK 10.000 MAH VS-P01;;3021;;;;8;0;82796;82796;0;100;77000;77000;0;0;0;0;77000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;VIDVIE;77776;;;Estandar
POWER BANK 10.000 MAH PB7008;;3015;;;;16;0;112366;112366;0;100;104500;104500;0;0;0;0;104500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;VIDVIE;77776;;;Estandar
POWER BANK 10.000 MAH PB783;;3017;;;;6;0;112366;112366;0;100;104500;104500;0;0;0;0;104500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;VIDVIE;77776;;;Estandar
POWER BANK 10.000 MAH PB770;;3016;;;;20;0;94624;94624;0;100;88000;88000;0;0;0;0;88000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;KINOTEC MEDELLIN;;;;Estandar
CARGADOR MULTIPUERTO VIDVIE WLC1419;;3006;;;;11;0;33118;33118;0;100;30800;30800;0;0;0;0;30800;5;;;;1;6.999214928;TRUE;CACHARROS;GENERICA;;0;0;0;0;;VIDVIE;77776;;;Estandar
POWER BANK 20.000 MAH VS-P05;;3036;;;;5;0;82796;82796;0;100;77000;77000;0;0;0;0;77000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;VIDVIE;77776;;;Estandar
BARRA SE SONIDO VS-S01;;2004;;;;3;0;76882;76882;0;100;71500;71500;0;0;0;0;71500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;VIDVIE;77776;;;Estandar
DIADEMAS VIDVIE VS-W05;;6199;;;;5;0;41398;41398;0;100;38500;38500;0;0;0;0;38500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;VIDVIE;77776;;;Estandar
BEBEDERO DE MASCOTAS;;800;;;;3;0;33118;33118;0;100;30800;30800;0;0;0;0;30800;5;;;;1;6.999214928;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ALZ TECHNOLOGY;44466;;;Estandar
BEBEDERO DE MASCOTAS CON SENSOR;;801;;;;3;0;44946;44946;0;100;41800;41800;0;0;0;0;41800;5;;;;1;6.999510524;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ALZ TECHNOLOGY;44466;;;Estandar
CORRECTOR DE ESPALDA ZXF-810;;4034;;;;4;0;22473;22473;0;100;20900;20900;0;0;0;0;20900;5;;;;1;6.999510524;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ALZ TECHNOLOGY;44466;;;Estandar
RIZADORA 3 TUBOS M-11;;1058;;;;12;0;23656;23656;0;100;22000;22000;0;0;0;0;22000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ALZ TECHNOLOGY;44466;;;Estandar
RADIO POCKET AM/FM BP-R133BT;;2235;;;;12;0;35484;35484;0;100;33000;33000;0;0;0;0;33000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
AUDIFONOS DE CONDUCCION BP-A132BT;;6041;;;;29;0;44946;44946;0;100;41800;41800;0;0;0;0;41800;5;;;;1;6.999510524;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
AUDIFONOS DEPORTIVOS F805;;6047;;;;20;0;41398;41398;0;100;38500;38500;0;0;0;0;38500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
DRON P18 PRO;;6212;;;;6;0;118280;118280;0;100;110000;110000;0;0;0;0;110000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
DRON P20;;6213;;;;3;0;224731;224731;0;100;209000;209000;0;0;0;0;209000;5;;;;1;6.999924354;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
"PARLANTE 6.5"" VS-SS2135";;2051;;;;16;0;104086;104086;0;100;96800;96800;0;0;0;0;96800;5;;;;1;6.999980785;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
"PARLANTE 12"" VS-SS1002";;2033;;;;3;0;343011;343011;0;100;319000;319000;0;0;0;0;319000;5;;;;1;7.000067053;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
"PARLANTE 8"" VS-SS1001";;2058;;;;8;0;171505;171505;0;100;159500;159500;0;0;0;0;159500;5;;;;1;6.999795924;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
PALO DE SELFIE H1;;6359;;;;24;0;9462;9462;0;100;8800;8800;0;0;0;0;8800;5;;;;1;6.996406679;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
MICROFONO DE SOLAPA SET X3 M33;;6301;;;;15;0;92258;92258;0;100;85800;85800;0;0;0;0;85800;5;;;;1;6.999934965;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
LINTERNA RECARGABLE GD-989;;7063;;;;7;0;23656;23656;0;100;22000;22000;0;0;0;0;22000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
SET DE MICROFONO INALAMBRICO TTD-M10;;6410;;;;20;0;47312;47312;0;100;44000;44000;0;0;0;0;44000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
CONTROL DE XBOX 360;;6116;;;;12;0;94624;94624;0;100;88000;88000;0;0;0;0;88000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
VIDEO JUEGO U8;;5131;;;;12;0;189247;189247;0;100;176000;176000;0;0;0;0;176000;5;;;;1;6.999846761;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
TECLADO ANTIFLUIDO BP-T017;;6440;;;;7;0;18333;18333;0;100;17050;17050;0;0;0;0;17050;5;;;;1;6.99830906;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
TECLADO CON MOUSE K-06;;6445;;;;12;0;52043;52043;0;100;48400;48400;0;0;0;0;48400;5;;;;1;6.999980785;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
CARGADOR DE CARRO USB 213A;;905;;;;30;0;10645;10645;0;100;9900;9900;0;0;0;0;9900;5;;;;1;6.998590888;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
CARGADOR Y HOLDER PARA CARRO F18;;908;;;;12;0;49677;49677;0;100;46200;46200;0;0;0;0;46200;5;;;;1;6.999214928;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
CALCULADORA 12 DIGITOS KD-100B;;7015;;;;12;0;8043;8043;0;100;7480;7480;0;0;0;0;7480;5;;;;1;6.999875668;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
CALCULADORA CIENTIFICA KD-350MSC;;7017;;;;12;0;8516;8516;0;100;7920;7920;0;0;0;0;7920;5;;;;1;6.998590888;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
HERVIDOR ELECTRICO R 97915-110;;4067;;;;3;0;53226;53226;0;100;49500;49500;0;0;0;0;49500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
GRAMERA 0.5K CS-500G;;4060;;;;6;0;16559;16559;0;100;15400;15400;0;0;0;0;15400;5;;;;1;6.999214928;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
GRAMERA 0.5K 1200G;;4059;;;;6;0;17742;17742;0;100;16500;16500;0;0;0;0;16500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
PLANCHA DE ROPA;;4189;;;;6;0;35484;35484;0;100;33000;33000;0;0;0;0;33000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
PLANCA PARA CABELLO 3 EN 1;;1034;;;;12;0;47312;47312;0;100;44000;44000;0;0;0;0;44000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
PLANCHA PARA CABELLO JY-1058;;1039;;;;25;0;28387;28387;0;100;26400;26400;0;0;0;0;26400;5;;;;1;6.999682953;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
RIZADOR NHC-5300;;1056;;;;12;0;14194;14194;0;100;13200;13200;0;0;0;0;13200;5;;;;1;7.002958997;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
MAQUINA KEMEI KM-PG802;;8028;;;;12;0;65054;65054;0;100;60500;60500;0;0;0;0;60500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
MAQUINA KEMEI KM-2278;;8026;;;;12;0;65054;65054;0;100;60500;60500;0;0;0;0;60500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
MAQUINA VGR V-362;;8077;;;;6;0;82796;82796;0;100;77000;77000;0;0;0;0;77000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
MAQUINA KEMEI KM-2269;;8025;;;;12;0;61505;61505;0;100;57200;57200;0;0;0;0;57200;5;;;;1;6.999430941;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
MAQUINA KEMEI KM-T370;;8030;;;;3;0;59140;59140;0;100;55000;55000;0;0;0;0;55000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
MAQUINA KEMEI KM-T229;;8029;;;;3;0;65054;65054;0;100;60500;60500;0;0;0;0;60500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
MAQUINA KEMEI KM-511;;8027;;;;6;0;65054;65054;0;100;60500;60500;0;0;0;0;60500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
MAQUINA KEMEI KM-T9;;8031;;;;12;0;16559;16559;0;100;15400;15400;0;0;0;0;15400;5;;;;1;6.999214928;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
RADIO AM/FM SONIVOX VS-R100;;2217;;;;69;0;37849;37849;0;100;35200;35200;0;0;0;0;35200;5;;;;1;6.998863907;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
RADIO AM/FM SONIVOX VS-R116;;2218;;;;71;0;53226;53226;0;100;49500;49500;0;0;0;0;49500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
RADIO AM/FM SONIVOX VS-R117;;2219;;;;68;0;53226;53226;0;100;49500;49500;0;0;0;0;49500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
RADIO AM/FM SONIVOX VS-R118;;2220;;;;72;0;37849;37849;0;100;35200;35200;0;0;0;0;35200;5;;;;1;6.998863907;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
VENTILADOR PEDESTAL GRIS 16P HE-SF16G;;32;;;;8;0;89892;89892;0;100;83600;83600;0;0;0;0;83600;5;;;;1;6.999510524;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
MAQUINA VGR V-015;;8067;;;;1;0;392097;392097;0;100;364650;364650;0;0;0;0;364650;5;;;;1;7.000053558;TRUE;CACHARROS;GENERICA;;0;0;0;0;;TECNOLOGIA TC;333322;;;Estandar
DYSOM AIRWRAP 1.1 CON 6 ACCESORIOS;;1019;;;;2;0;591398;591398;0;100;550000;550000;0;0;0;0;550000;5;;;;1;7.000023673;TRUE;CACHARROS;GENERICA;;0;0;0;0;;DISTRIHOBIES;5544;;;Estandar
FORRO MAGSAFE CAMON 40;;;;;;20;0;6505;6505;0;100;6050;6050;0;0;0;0;6050;5;;;;1;6.994619523;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;GOYO TECNOLOGY;77855;;;Estandar
FORRO MAGSAFE SPARK GO 2;;;;;;20;0;6505;6505;0;100;6050;6050;0;0;0;0;6050;5;;;;1;6.994619523;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;GOYO TECNOLOGY;77855;;;Estandar
FORRO MAGSAFE SPARK 40;;;;;;20;0;6505;6505;0;100;6050;6050;0;0;0;0;6050;5;;;;1;6.994619523;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;GOYO TECNOLOGY;77855;;;Estandar
FORRO MAGSAFE SPARK 40 PRO;;;;;;20;0;6505;6505;0;100;6050;6050;0;0;0;0;6050;5;;;;1;6.994619523;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;GOYO TECNOLOGY;77855;;;Estandar
FORRO HOT 50 i;;;;;;220;0;6505;6505;0;100;5500;5500;0;0;0;0;5500;5;;;;1;15.44965411;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;QUALITY TECH;986656;;;Estandar
FORRO MAGSAFE HOT 50 PRO PLUS;;;;;;20;0;6505;6505;0;100;6050;6050;0;0;0;0;6050;5;;;;1;6.994619523;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;GOYO TECNOLOGY;77855;;;Estandar
FORRO MAGSAFE HOT 60 i;;;;;;20;0;6505;6505;0;100;6050;6050;0;0;0;0;6050;5;;;;1;6.994619523;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;GOYO TECNOLOGY;77855;;;Estandar
FORRO MAGSAFE HOT 60 PRO;;;;;;20;0;6505;6505;0;100;6050;6050;0;0;0;0;6050;5;;;;1;6.994619523;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;GOYO TECNOLOGY;77855;;;Estandar
FORRO MAGSAFE SMART 10;;;;;;20;0;6505;6505;0;100;6050;6050;0;0;0;0;6050;5;;;;1;6.994619523;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;GOYO TECNOLOGY;77855;;;Estandar
FORRO MAGSAFE INFINITIX NOT 50;;;;;;20;0;6505;6505;0;100;6050;6050;0;0;0;0;6050;5;;;;1;6.994619523;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;GOYO TECNOLOGY;77855;;;Estandar
FORRO MAGSAFE INFINITIX NOT 50 S;;;;;;20;0;6505;6505;0;100;6050;6050;0;0;0;0;6050;5;;;;1;6.994619523;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;GOYO TECNOLOGY;77855;;;Estandar
FORRO MAGSAFE NOT 50 PRO;;;;;;20;0;6505;6505;0;100;6050;6050;0;0;0;0;6050;5;;;;1;6.994619523;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;GOYO TECNOLOGY;77855;;;Estandar
FORRO MAGSAFE HONOR 400 LITE;;;;;;20;0;6505;6505;0;100;6050;6050;0;0;0;0;6050;5;;;;1;6.994619523;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;GOYO TECNOLOGY;77855;;;Estandar
FORRO MAGSAFE A17;;;;;;40;0;6505;6505;0;100;6050;6050;0;0;0;0;6050;5;;;;1;6.994619523;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;GOYO TECNOLOGY;77855;;;Estandar
FORRO MAGSAFE EDGE 60 FUSION;;;;;;20;0;6505;6505;0;100;6050;6050;0;0;0;0;6050;5;;;;1;6.994619523;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;GOYO TECNOLOGY;77855;;;Estandar
FORRO MAGSAFE RM A5;;;;;;20;0;6505;6505;0;100;6050;6050;0;0;0;0;6050;5;;;;1;6.994619523;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;GOYO TECNOLOGY;77855;;;Estandar
FORRO MAGSAFE RM 15;;;;;;20;0;6505;6505;0;100;6050;6050;0;0;0;0;6050;5;;;;1;6.994619523;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;GOYO TECNOLOGY;77855;;;Estandar
FORRO MAGSAFE RM 15C;;;;;;20;0;6505;6505;0;100;6050;6050;0;0;0;0;6050;5;;;;1;6.994619523;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;GOYO TECNOLOGY;77855;;;Estandar
FORRO MAGSAFE RM NOTE 15 PRO;;;;;;80;0;6505;6505;0;100;6050;6050;0;0;0;0;6050;5;;;;1;6.994619523;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;GOYO TECNOLOGY;77855;;;Estandar
FORRO MAGSAFE RM NOTE 15 PRO +;;;;;;40;0;6505;6505;0;100;6050;6050;0;0;0;0;6050;5;;;;1;6.994619523;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;GOYO TECNOLOGY;77855;;;Estandar
FORRO MAGSAFE ZTE A34/A54;;;;;;40;0;6505;6505;0;100;6050;6050;0;0;0;0;6050;5;;;;1;6.994619523;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;GOYO TECNOLOGY;77855;;;Estandar
FORRO MAGSAFE ZTE A35E;;;;;;40;0;6505;6505;0;100;6050;6050;0;0;0;0;6050;5;;;;1;6.994619523;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;GOYO TECNOLOGY;77855;;;Estandar
FORRO MAGSAFE ZTE A35/A55;;;;;;40;0;6505;6505;0;100;6050;6050;0;0;0;0;6050;5;;;;1;6.994619523;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;GOYO TECNOLOGY;77855;;;Estandar
FORRO MAGSAFE ZTE A36;;;;;;40;0;6505;6505;0;100;6050;6050;0;0;0;0;6050;5;;;;1;6.994619523;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;GOYO TECNOLOGY;77855;;;Estandar
FORRO MAGSAFE ZTE A76;;;;;;40;0;6505;6505;0;100;6050;6050;0;0;0;0;6050;5;;;;1;6.994619523;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;GOYO TECNOLOGY;77855;;;Estandar
ADIFONOS JB-ML02;;;;;;100;0;4140;4140;0;100;3850;3850;0;0;0;0;3850;5;;;;1;7.004830918;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;4 PLAY;5533;;;Estandar
FORRO DE SILICON NOTE 12 S;;;;;;70;0;4140;4140;0;100;3850;3850;0;0;0;0;3850;5;;;;1;7.004830918;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;4 PLAY;5533;;;Estandar
FORRO AIRPODS SILICON UNICOLOR;;;;;;60;0;2957;2957;0;100;2750;2750;0;0;0;0;2750;5;;;;1;7.000338181;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;4 PLAY;5533;;;Estandar
MICROFONO CILINDRO;;6503;;;;12;0;20108;20108;0;100;18700;18700;0;0;0;0;18700;5;;;;1;7.002188184;TRUE;CACHARROS;GENERICA;;0;0;0;0;;4 PLAY;5533;;;Estandar
HOLDER DE CAROO X11;;6500;;;;6;0;41398;41398;0;100;38500;38500;0;0;0;0;38500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;4 PLAY;5533;;;Estandar
PARLANTE JB1746;;2114;;;;105;0;8280;8280;0;100;7700;7700;0;0;0;0;7700;5;;;;1;7.004830918;TRUE;CACHARROS;GENERICA;;0;0;0;0;;4 PLAY;5533;;;Estandar
VIDRIO PARA RELOJ;;;;;;24;0;1774;1774;0;100;1650;1650;0;0;0;0;1650;5;;;;1;6.989853439;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;4 PLAY;5533;;;Estandar
FORRO SILICON IP 17 PRO;;;;;;500;0;5323;5323;0;100;4070;4070;0;0;0;0;4070;5;;;;1;23.53935751;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;KINOTEC BOGOTA;45755;;;Estandar
BOLSO CARTUCHERA PINES;;5004;;;;12;0;30753;30753;0;100;28600;28600;0;0;0;0;28600;5;;;;1;7.000942997;TRUE;CACHARROS;GENERICA;;0;0;0;0;;D SHOP;77755;;;Estandar
BOLSO MINI MALETA;;5008;;;;12;0;53226;53226;0;100;49500;49500;0;0;0;0;49500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;D SHOP;77755;;;Estandar
MINI VENTILADOR HL-041C;;7;;;;62;0;8280;8280;0;100;8800;8800;0;0;0;0;8800;5;;;;1;-6.280193237;TRUE;CACHARROS;GENERICA;;0;0;0;0;;A.H.;75544;;;Estandar
BOMBILLO RECARGABLE BLANCO 20W;;4020;;;;12;0;10645;10645;0;100;9900;9900;0;0;0;0;9900;5;;;;1;6.998590888;TRUE;CACHARROS;GENERICA;;0;0;0;0;;D SHOP;77755;;;Estandar
BOMBILLO SOLAR Y LINTERNA 50W;;4022;;;;12;0;15376;15376;0;100;14300;14300;0;0;0;0;14300;5;;;;1;6.997918835;TRUE;CACHARROS;GENERICA;;0;0;0;0;;D SHOP;77755;;;Estandar
MINI TV CONSOLA;;5061;;;;3;0;65054;65054;0;100;60500;60500;0;0;0;0;60500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;D SHOP;77755;;;Estandar
RELOJ SMART WATCH ULTRA 3 MVP-135;;286;;;;6;0;82796;82796;0;100;77000;77000;0;0;0;0;77000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;D SHOP;77755;;;Estandar
RELOJ SMART WATCH T900 ULTRA;;285;;;;52;0;23656;23656;0;100;22000;22000;0;0;0;0;22000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MACA;869898;;;Estandar
POWER BANK 20.000 MAH V83;;3035;;;;12;0;46129;46129;0;100;42900;42900;0;0;0;0;42900;5;;;;1;6.999934965;TRUE;CACHARROS;GENERICA;;0;0;0;0;;D SHOP;77755;;;Estandar
AUDIFONOS XIAOMI AIR3;;;;;;50;0;44946;44946;0;100;41800;41800;0;0;0;0;41800;5;;;;1;6.999510524;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;D SHOP;77755;;;Estandar
