nombre;referencia;codigo_barras;invima;cum;codigo_producto_dian;existencias;impuesto;precioventa_con_impuesto;precio_venta_base;precio_venta_minimo;descuento_maximo_ps;precio_compra;precio_compraipm;total_impoconsumo;total_estampilla;icui;IBUA;costo;stock_minimo;es_ingrediente;manejo_bascula;vender_solo_existencia;realizar_pedido_solo_existencia;utilidad;mostrar_tienda;categoria;marca;codigo_cuenta;precio1;precio2;precio3;precio4;ubicacion;proveedor;nit_proveedor;url_imagen;nota;tipo_producto
MAQUINA DEPILADORA S-808;;;;;;12;0;9462;9462.365591;0;100;8800;8800;0;0;0;0;8800;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ZUM ZUM;826282;;;Estandar
TRIPODE 210CM SR-371;;;;;;3;0;8871;8870.967742;0;100;8250;8250;0;0;0;0;8250;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ZUM ZUM;826282;;;Estandar
"PARLANTE 8"" L240";;;;;;20;0;274409;274408.6022;0;100;255200;255200;0;0;0;0;255200;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;COMERCIALIZADORA SKYPLUS S.A.S;900700181;;;Estandar
PARLANTE SK-2890;;;;;;20;0;406882;406881.7204;0;100;378400;378400;0;0;0;0;378400;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;COMERCIALIZADORA SKYPLUS S.A.S;900700181;;;Estandar
PARLANTE 8890;;;;;;20;0;430323;430322.5806;0;100;400200;400200;0;0;0;0;400200;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;COMERCIALIZADORA SKYPLUS S.A.S;900700181;;;Estandar
"PARLANTE DE 8"" 8860";;;;;;20;0;177742;177741.9355;0;100;165300;165300;0;0;0;0;165300;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;COMERCIALIZADORA SKYPLUS S.A.S;900700181;;;Estandar
PARLANTE 6677;;;;;;6;0;340645;340645.1613;0;100;316800;316800;0;0;0;0;316800;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;COMERCIALIZADORA SKYPLUS S.A.S;900700181;;;Estandar
"PARLANTE DE 12"" W30";;;;;;20;0;177742;177741.9355;0;100;165300;165300;0;0;0;0;165300;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;COMERCIALIZADORA SKYPLUS S.A.S;900700181;;;Estandar
"PARLANTE 5""  YE-528";;;;;;12;0;306237;306236.5591;0;100;284800;284800;0;0;0;0;284800;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;COMERCIALIZADORA SKYPLUS S.A.S;900700181;;;Estandar
"PARLANTE DE 4"" 923";;;;;;100;0;59462;59462.36559;0;100;55300;55300;0;0;0;0;55300;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;COMERCIALIZADORA SKYPLUS S.A.S;900700181;;;Estandar
MICROFONO M14;;;;;;24;0;43065;43064.51613;0;100;40050;40050;0;0;0;0;40050;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;COMERCIALIZADORA SKYPLUS S.A.S;900700181;;;Estandar
MICROFONO M16;;;;;;20;0;67742;67741.93548;0;100;63000;63000;0;0;0;0;63000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;COMERCIALIZADORA SKYPLUS S.A.S;900700181;;;Estandar
"PARLANE DE 8"" 807";;;;;;24;0;101720;101720.4301;0;100;94600;94600;0;0;0;0;94600;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;COMERCIALIZADORA SKYPLUS S.A.S;900700181;;;Estandar
CARGADOR DE RELOJ CARG 2 EN 1;;;;;;20;0;9462;9462.365591;0;100;8800;8800;0;0;0;0;8800;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;GOGOTECH;96434;;;Estandar
CAMARA S2;;;;;;6;0;94624;94623.65591;0;100;88000;88000;0;0;0;0;88000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;GOGOTECH;96434;;;Estandar
BRAZALETE SY-2401;;;;;;10;0;10645;10645.16129;0;100;9900;9900;0;0;0;0;9900;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;GOGOTECH;96434;;;Estandar
PARLANTE Z81Y03;;;;;;18;0;189247;189247.3118;0;100;176000;176000;0;0;0;0;176000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;GOGOTECH;96434;;;Estandar
PARLANTE QL618;;;;;;6;0;236559;236559.1398;0;100;220000;220000;0;0;0;0;220000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;GOGOTECH;96434;;;Estandar
DIADEMA STITCH MF-909;;;;;;24;0;41398;41397.84946;0;100;38500;38500;0;0;0;0;38500;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LUAN;3422;;;Estandar
DIADEMA CAPIBARA MF-701L;;;;;;24;0;41398;41397.84946;0;100;38500;38500;0;0;0;0;38500;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LUAN;3422;;;Estandar
DIADEMA LABUBU MF-701K;;;;;;24;0;41398;41397.84946;0;100;38500;38500;0;0;0;0;38500;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LUAN;3422;;;Estandar
RELOJ SMART WATCH KR ULTRA 3;;;;;;12;0;74516;74516.12903;0;100;69300;69300;0;0;0;0;69300;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LUAN;3422;;;Estandar
HUMIDIFICADOR J-3;;;;;;6;0;70968;70967.74194;0;100;66000;66000;0;0;0;0;66000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LUAN;3422;;;Estandar
MASAJEADOR FEMENINO  MA-118;;;;;;6;0;56774;56774.19355;0;100;52800;52800;0;0;0;0;52800;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LUAN;3422;;;Estandar
LINTERNA BL-5156;;;;;;12;0;16559;16559.13978;0;100;15400;15400;0;0;0;0;15400;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LUAN;3422;;;Estandar
GRAMERA DIGITAL ELECTRONICA SF-400;;;;;;20;0;10645;10645.16129;0;100;9900;9900;0;0;0;0;9900;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LUAN;3422;;;Estandar
PARLANTE BLUESEED BS-602;;;;;;1;0;106452;106451.6129;0;100;99000;99000;0;0;0;0;99000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LUAN;3422;;;Estandar
DIADEMA PLUG 3.5MM 066;;;;;;20;0;20935;20935.48387;0;100;19470;19470;0;0;0;0;19470;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;J & R;85322;;;Estandar
MOUSE GAMER MIRROR 052;;;;;;2;0;66118;66118.27957;0;100;61490;61490;0;0;0;0;61490;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;J & R;85322;;;Estandar
PARLANTE PREMIUM BASS J5278;;;;;;2;0;508065;508064.5161;0;100;472500;472500;0;0;0;0;472500;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;J & R;85322;;;Estandar
PARLANTE PREMIUM BASS J5279;;;;;;1;0;779032;779032.2581;0;100;724500;724500;0;0;0;0;724500;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;J & R;85322;;;Estandar
PARLANTE PREMIUM BASS J5280;;;;;;2;0;666129;666129.0323;0;100;619500;619500;0;0;0;0;619500;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;J & R;85322;;;Estandar
PARLANTE PREMIUM BASS J5281;;;;;;2;0;869355;869354.8387;0;100;808500;808500;0;0;0;0;808500;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;J & R;85322;;;Estandar
TECLADO GAMER MINI SWITCH AZUL WY61-A;;;;;;3;0;88710;88709.67742;0;100;82500;82500;0;0;0;0;82500;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;J & R;85322;;;Estandar
DIADEMA PELUCHE UNICORNIO MSL-833;;;;;;6;0;39032;39032.25806;0;100;36300;36300;0;0;0;0;36300;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;JOMILUX;34545;;;Estandar
MAQUINA VGR V-227;;;;;;12;0;47312;47311.82796;0;100;44000;44000;0;0;0;0;44000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;JOMILUX;34545;;;Estandar
BARRA DE SONIDO JBL SB580;;;;;;1;0;1131885;1131884.946;0;100;1052653;1052653;0;0;0;0;1052653;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;JBL;4677;;;Estandar
"PARLANTE JBL PARTY BOX 320""W 240W";;;;;;1;0;2232261;2232261.29;0;100;2076003;2076003;0;0;0;0;2076003;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;JBL;4677;;;Estandar
PARLANTE JBL PARTYBOX ON-THE-GO ESSENTIAL SPEAKER;;;;;;2;0;1092251;1092250.538;0;100;1015793;1015793;0;0;0;0;1015793;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;JBL;4677;;;Estandar
PARLANTE JBL FLIP 7 NFS;;;;;;5;0;482089;482089.2473;0;100;448343;448343;0;0;0;0;448343;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;JBL;4677;;;Estandar
PARLANTE JBL CHARG6 ZFT IP67;;;;;;3;0;657628;657627.957;0;100;611594;611594;0;0;0;0;611594;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;JBL;4677;;;Estandar
PARLANTE JBL BOOMBOX 4 BT SPEAKER;;;;;;2;0;1792215;1792215.054;0;100;1666760;1666760;0;0;0;0;1666760;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;JBL;4677;;;Estandar
SET DE HERRAMIENTAS MT-612;;;;;;3;0;283871;283870.9677;0;100;264000;264000;0;0;0;0;264000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MARTECH;7942;;;Estandar
REPETIDOR DE WIFI LV-ER03T;;;;;;30;0;24839;24838.70968;0;100;23100;23100;0;0;0;0;23100;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MARTECH;7942;;;Estandar
PANEL LED 800 RGB;;;;;;3;0;163226;163225.8065;0;100;151800;151800;0;0;0;0;151800;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MARTECH;7942;;;Estandar
PANEL PRO LED 800;;;;;;3;0;147849;147849.4624;0;100;137500;137500;0;0;0;0;137500;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MARTECH;7942;;;Estandar
SOPORTE METALICO PARA CELULAR C1;;;;;;100;0;11237;11236.55914;0;100;10450;10450;0;0;0;0;10450;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MARTECH;7942;;;Estandar
SOPORTE METALICO PARA CELULAR BG-2965;;;;;;224;0;13602;13602.15054;0;100;12650;12650;0;0;0;0;12650;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MARTECH;7942;;;Estandar
HOLDER MOTO / BICICLETA ZA-228;;;;;;40;0;13011;13010.75269;0;100;12100;12100;0;0;0;0;12100;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MARTECH;7942;;;Estandar
SOPORTE PARA CELULAR 360 S758;;;;;;40;0;8280;8279.569892;0;100;7700;7700;0;0;0;0;7700;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MARTECH;7942;;;Estandar
PLUGGIN DE CARRO CA005;;;;;;40;0;10054;10053.76344;0;100;9350;9350;0;0;0;0;9350;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MARTECH;7942;;;Estandar
PLUGGIN DE CARRO CA004;;;;;;40;0;9817;9817.204301;0;100;9130;9130;0;0;0;0;9130;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MARTECH;7942;;;Estandar
AUDIFONOS I15;;;;;;50;0;8280;8279.569892;0;100;7700;7700;0;0;0;0;7700;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MARTECH;7942;;;Estandar
CABLE MT-335;;;;;;100;0;2957;2956.989247;0;100;2750;2750;0;0;0;0;2750;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;MARTECH;7942;;;Estandar
SET MODELADOR REMNLIGNTON 5 EN 1 RE5+1;;;;;;6;0;56774;56774.19355;0;100;52800;52800;0;0;0;0;52800;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MARTECH;7942;;;Estandar
"CABINA 8"" NX-Y106";;;;;;12;0;237097;237096.7742;0;100;220500;220500;0;0;0;0;220500;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;NX;89755;;;Estandar
MANOS LIBRES S8 AKG;;;;;;200;0;3312;3311.827957;0;100;3080;3080;0;0;0;0;3080;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;YOYOSMART;233211;;;Estandar
MANOS LIBRES YS 405;;;;;;20;0;23656;23655.91398;0;100;22000;22000;0;0;0;0;22000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;YOYOSMART;233211;;;Estandar
AUDIFONOS M39;;;;;;20;0;26022;26021.50538;0;100;24200;24200;0;0;0;0;24200;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;YOYOSMART;233211;;;Estandar
POWER BANK 8.000 MAH MAS AUDIFONOS A98;;;;;;3;0;76882;76881.72043;0;100;71500;71500;0;0;0;0;71500;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;YOYOSMART;233211;;;Estandar
DIADEMA GAMER ASTRONIX;;;;;;4;0;165591;165591.3978;0;100;154000;154000;0;0;0;0;154000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;J & R;85322;;;Estandar
AUDIFONOS JYRBUDS 1;;;;;;3;0;141935;141935.4839;0;100;132000;132000;0;0;0;0;132000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;J & R;85322;;;Estandar
AUDIFONOS JYRBUDS 2;;;;;;3;0;81613;81612.90323;0;100;75900;75900;0;0;0;0;75900;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;J & R;85322;;;Estandar
CARGADOR DE SAMSUNG 35W;;;;;;50;0;11828;11827.95699;0;100;11000;11000;0;0;0;0;11000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MOTBOTS;742222;;;Estandar
MANOS LIBRES S8;;;;;;50;0;3785;3784.946237;0;100;3520;3520;0;0;0;0;3520;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MOTBOTS;742222;;;Estandar
TERMO STANLEY 40 ONZ;;;;;;20;0;85161;85161.29032;0;100;79200;79200;0;0;0;0;79200;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;INTEGRAL;55368;;;Estandar
TAPA DE PITILLO DE TERMO DE VAQUERO;;;;;;30;0;3548;3548.387097;0;100;3300;3300;0;0;0;0;3300;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;INTEGRAL;55368;;;Estandar
JUEGO DE AHORCADO;;;;;;10;0;37849;37849.46237;0;100;35200;35200;0;0;0;0;35200;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;INTEGRAL;55368;;;Estandar
POPSOCKET DISEÃ‘OS;;;;;;30;0;3312;3311.827957;0;100;3080;3080;0;0;0;0;3080;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;INTEGRAL;55368;;;Estandar
POPSOCKET PELUCHES;;;;;;20;0;3312;3311.827957;0;100;3080;3080;0;0;0;0;3080;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;INTEGRAL;55368;;;Estandar
MAQUINA DE BOXEO 6;;;;;;3;0;102903;102903.2258;0;100;95700;95700;0;0;0;0;95700;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;INTEGRAL;55368;;;Estandar
MAQUINA DE BOXEO 5;;;;;;3;0;85161;85161.29032;0;100;79200;79200;0;0;0;0;79200;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;INTEGRAL;55368;;;Estandar
CONSOLA ARCADE;;;;;;11;0;210538;210537.6344;0;100;195800;195800;0;0;0;0;195800;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;INTEGRAL;55368;;;Estandar
CONSOLA PORTATIL;;;;;;12;0;92258;92258.06452;0;100;85800;85800;0;0;0;0;85800;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;INTEGRAL;55368;;;Estandar
SONNY ANGEL MOTIVOS;;;;;;36;0;4731;4731.182796;0;100;4400;4400;0;0;0;0;4400;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;INTEGRAL;55368;;;Estandar
PELUCHE LA BUBU COCA COLA;;;;;;12;0;24839;24838.70968;0;100;23100;23100;0;0;0;0;23100;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;INTEGRAL;55368;;;Estandar
VENTOSA RECTANGULAR;;;;;;50;0;3548;3548.387097;0;100;3300;3300;0;0;0;0;3300;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;INTEGRAL;55368;;;Estandar
FORRO PARA CARGADOR SAMGUNG;;;;;;50;0;5677;5677.419355;0;100;5280;5280;0;0;0;0;5280;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;INTEGRAL;55368;;;Estandar
DIADEMA POPIT HEAD SET PM-06;;;;;;12;0;41398;41397.84946;0;100;38500;38500;0;0;0;0;38500;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;BATRI;644222;;;Estandar
RELOJ SMART WATCH WS91 MAX;;;;;;12;0;70968;70967.74194;0;100;66000;66000;0;0;0;0;66000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;BATRI;644222;;;Estandar
PISTOLA G696-1C;;;;;;12;0;106452;106451.6129;0;100;99000;99000;0;0;0;0;99000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;BATRI;644222;;;Estandar
VIDRIO PARA CONSOLA SWITCH 2;;;;;;12;0;8280;8279.569892;0;100;7700;7700;0;0;0;0;7700;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;BATRI;644222;;;Estandar
CAMARA ENPLASTICO MODELO AX3290;;;;;;6;0;88710;88709.67742;0;100;82500;82500;0;0;0;0;82500;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;BATRI;644222;;;Estandar
MOUSE M185;;;;;;12;0;14194;14193.54839;0;100;13200;13200;0;0;0;0;13200;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;BATRI;644222;;;Estandar
ESTABILIZADOR PARA CELULAR SMART X PRO;;;;;;3;0;331183;331182.7957;0;100;308000;308000;0;0;0;0;308000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;BATRI;644222;;;Estandar
AUDIFONOS JBL WAVE 320;;;;;;10;0;35484;35483.87097;0;100;33000;33000;0;0;0;0;33000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;BATRI;644222;;;Estandar
POWER BANK 10.000 MAH KH-790;;;;;;6;0;70968;70967.74194;0;100;66000;66000;0;0;0;0;66000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;BATRI;644222;;;Estandar
POWER BANK 20.000 MAH K81;;;;;;2;0;153763;153763.4409;0;100;143000;143000;0;0;0;0;143000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;BATRI;644222;;;Estandar
AUDIFONOS JBL TUNE BUD S6;;;;;;10;0;35484;35483.87097;0;100;33000;33000;0;0;0;0;33000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;BATRI;644222;;;Estandar
AUDIFONOS JBL TUNE 225;;;;;;10;0;23656;23655.91398;0;100;22000;22000;0;0;0;0;22000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;BATRI;644222;;;Estandar
AUDIFONOS JBL TOUR PRO4;;;;;;3;0;88710;88709.67742;0;100;82500;82500;0;0;0;0;82500;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;BATRI;644222;;;Estandar
CONTROL DE NINTENDO SWITCH;;;;;;3;0;88710;88709.67742;0;100;82500;82500;0;0;0;0;82500;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;BATRI;644222;;;Estandar
MOTO SKV MY-1;;;;;;6;0;1526882;1526881.72;0;100;1420000;1420000;0;0;0;0;1420000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ICOLOR;34322;;;Estandar
SILLA PLASTICA BLANCA;;;;;;10;0;43763;43763.44086;0;100;40700;40700;0;0;0;0;40700;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ICOLOR;34322;;;Estandar
PISCINA DE PELOTAS;;;;;;6;0;82796;82795.69892;0;100;77000;77000;0;0;0;0;77000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ICOLOR;34322;;;Estandar
FORRO SILICON RM A5;;;;;;40;0;4731;4731.182796;0;100;4400;4400;0;0;0;0;4400;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LS ACCESORIOS;63322;;;Estandar
MICROFONO DE SOLAPA S16;;;;;;12;0;93441;93440.86022;0;100;86900;86900;0;0;0;0;86900;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LS ACCESORIOS;63322;;;Estandar
RELOJ SMART WATCH JS WATCH 7;;;;;;12;0;93441;93440.86022;0;100;86900;86900;0;0;0;0;86900;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LS ACCESORIOS;63322;;;Estandar
HOLDER PARA CELULAR YD-17;;;;;;23;0;14785;14784.94624;0;100;13750;13750;0;0;0;0;13750;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LS ACCESORIOS;63322;;;Estandar
HOLDER PARA CELULAR YD-45;;;;;;12;0;14785;14784.94624;0;100;13750;13750;0;0;0;0;13750;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LS ACCESORIOS;63322;;;Estandar
POWER BANK 10.000 MAH EV-101;;;;;;20;0;49677;49677.41935;0;100;46200;46200;0;0;0;0;46200;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LS ACCESORIOS;63322;;;Estandar
PARLANTE EV-S100;;;;;;6;0;35484;35483.87097;0;100;33000;33000;0;0;0;0;33000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LS ACCESORIOS;63322;;;Estandar
PROTECTOR PARA PANTALLA DE RELOJ;;;;;;30;0;5914;5913.978495;0;100;5500;5500;0;0;0;0;5500;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LS ACCESORIOS;63322;;;Estandar
COMBO MINI TECLADO Y MOUSE  AN-080;;;;;;12;0;34301;34301.07527;0;100;31900;31900;0;0;0;0;31900;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;P & G;262729;;;Estandar
LAMPARA DE UÃ‘AS 308W C11;;;;;;6;0;49677;49677.41935;0;100;46200;46200;0;0;0;0;46200;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;P & G;262729;;;Estandar
SECADOR TIPO DYSON CON 1 BOQUILLA CSHD001;;;;;;12;0;65054;65053.76344;0;100;60500;60500;0;0;0;0;60500;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;P & G;262729;;;Estandar
LAMPARA PRESS ON PINZA CSJZD001;;;;;;12;0;11237;11236.55914;0;100;10450;10450;0;0;0;0;10450;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;P & G;262729;;;Estandar
MEGAFONO CON PANEL SOLAR DV680S;;;;;;8;0;47312;47311.82796;0;100;44000;44000;0;0;0;0;44000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;P & G;262729;;;Estandar
VENTILADOR GDTIMES 16 REC SOLAR GD8036;;;;;;97;0;185699;185698.9247;0;100;172700;172700;0;0;0;0;172700;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;P & G;262729;;;Estandar
VENILADOR SEGI CON BASE JJ211;;;;;;12;0;35484;35483.87097;0;100;33000;33000;0;0;0;0;33000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;0;0;0;0;;P & G;262729;;;Estandar
